森　唯斗, (ソ), 右打ち, 56試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
森福　允彦, (ソ), 左打ち, 50試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
松坂　大輔, (ソ), 右打ち, 1試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
松本　裕樹, (ソ), 左打ち, 1試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
中田　賢一, (ソ), 右打ち, 17試合, 打率0.000, 2打席, 0安打, 0本塁打, 0打点, 1三振, 長打率0.000
千賀　滉大, (ソ), 左打ち, 25試合, 打率0.200, 5打席, 1安打, 0本塁打, 0打点, 4三振, 長打率0.200
_田　知季, (ソ), 左打ち, 36試合, 打率0.175, 77打席, 11安打, 0本塁打, 2打点, 15三振, 長打率0.206
スアレス, (ソ), 右打ち, 58試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
攝津　正, (ソ), 右打ち, 7試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
塚田　正義, (ソ), 右打ち, 1試合, 打率0.000, 1打席, 0安打, 0本塁打, 0打点, 1三振, 長打率0.000
寺原　隼人, (ソ), 右打ち, 14試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
拓也, (ソ), 右打ち, 13試合, 打率0.167, 7打席, 1安打, 0本塁打, 1打点, 4三振, 長打率0.333
武田　翔太, (ソ), 右打ち, 27試合, 打率0.000, 6打席, 0安打, 0本塁打, 0打点, 3三振, 長打率0.000
横尾　俊建, (日), 右打ち, 10試合, 打率0.118, 17打席, 2安打, 0本塁打, 0打点, 3三振, 長打率0.118
大累　進, (日), 右打ち, 14試合, 打率0.000, 6打席, 0安打, 0本塁打, 0打点, 1三振, 長打率0.000
鍵谷　陽平, (日), 右打ち, 48試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
榎下　陽大, (日), 右打ち, 16試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
大嶋　匠, (日), 左打ち, 12試合, 打率0.200, 17打席, 3安打, 0本塁打, 1打点, 2三振, 長打率0.267
岸里　亮佑, (日), 左打ち, 1試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
斎藤　佑樹, (日), 右打ち, 11試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
加藤　貴之, (日), 左打ち, 30試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
金平　将至, (日), 左打ち, 1試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
上原　健太, (日), 左打ち, 1試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
飯山　裕志, (日), 右打ち, 36試合, 打率0.333, 3打席, 1安打, 0本塁打, 0打点, 2三振, 長打率0.667
井口　和朋, (日), 右打ち, 37試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
新垣　勇人, (日), 右打ち, 4試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
有原　航平, (日), 右打ち, 22試合, 打率0.000, 4打席, 0安打, 0本塁打, 0打点, 3三振, 長打率0.000
石川　直也, (日), 右打ち, 1試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
石川　亮, (日), 右打ち, 1試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
石井　裕也, (日), 左打ち, 22試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
石川　慎吾, (日), 右打ち, 12試合, 打率0.074, 28打席, 2安打, 0本塁打, 1打点, 5三振, 長打率0.074
清水　優心, (日), 右打ち, 5試合, 打率0.250, 8打席, 2安打, 0本塁打, 0打点, 2三振, 長打率0.250
藤岡　好明, (日), 左打ち, 1試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
マーティン, (日), 右打ち, 52試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
バース, (日), 右打ち, 37試合, 打率0.000, 3打席, 0安打, 0本塁打, 0打点, 2三振, 長打率0.000
白村　明弘, (日), 左打ち, 22試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
宮西　尚生, (日), 左打ち, 58試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
メンドーサ, (日), 右打ち, 23試合, 打率0.000, 4打席, 0安打, 0本塁打, 0打点, 3三振, 長打率0.000
増井　浩俊, (日), 右打ち, 30試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
松本　剛, (日), 右打ち, 12試合, 打率0.238, 22打席, 5安打, 0本塁打, 2打点, 5三振, 長打率0.286
中村　勝, (日), 右打ち, 2試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
高梨　裕稔, (日), 右打ち, 37試合, 打率0.000, 2打席, 0安打, 0本塁打, 0打点, 2三振, 長打率0.000
武田　久, (日), 左打ち, 5試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
杉谷　拳士, (日), 両打ち, 62試合, 打率0.240, 138打席, 25安打, 0本塁打, 9打点, 23三振, 長打率0.308
瀬川　隼郎, (日), 左打ち, 1試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
谷元　圭介, (日), 右打ち, 58試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
中島　卓也, (日), 左打ち, 143試合, 打率0.243, 600打席, 115安打, 0本塁打, 28打点, 117三振, 長打率0.268
武田　勝, (日), 左打ち, 1試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
田中　豊樹, (日), 右打ち, 4試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
岡田　雅利, (西), 右打ち, 47試合, 打率0.227, 79打席, 15安打, 0本塁打, 5打点, 18三振, 長打率0.227
岡本　篤志, (西), 右打ち, 4試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
大石　達也, (西), 左打ち, 36試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
大_　雄太朗, (西), 左打ち, 4試合, 打率0.000, 6打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
菊池　雄星, (西), 左打ち, 22試合, 打率0.000, 2打席, 0安打, 0本塁打, 0打点, 1三振, 長打率0.000
岸　孝之, (西), 右打ち, 19試合, 打率0.000, 2打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
岡本　洋介, (西), 右打ち, 4試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
郭　俊麟, (西), 右打ち, 12試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
呉　念庭, (西), 左打ち, 43試合, 打率0.194, 142打席, 24安打, 0本塁打, 11打点, 25三振, 長打率0.234
南　昌輝, (ロ), 右打ち, 57試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
宮_　敦次, (ロ), 左打ち, 2試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
松永　昂大, (ロ), 左打ち, 53試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
三木　亮, (ロ), 右打ち, 75試合, 打率0.185, 58打席, 10安打, 0本塁打, 2打点, 17三振, 長打率0.241
岩尾　利弘, (西), 左打ち, 2試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
ウルフ, (西), 右打ち, 4試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
吉田　裕太, (ロ), 右打ち, 24試合, 打率0.000, 35打席, 0安打, 0本塁打, 0打点, 12三振, 長打率0.000
涌井　秀章, (ロ), 右打ち, 26試合, 打率0.000, 6打席, 0安打, 0本塁打, 0打点, 4三振, 長打率0.000
木村　昇吾, (西), 左打ち, 38試合, 打率0.221, 108打席, 21安打, 0本塁打, 5打点, 22三振, 長打率0.263
田代　将太郎, (西), 左打ち, 13試合, 打率0.250, 5打席, 1安打, 0本塁打, 0打点, 0三振, 長打率0.250
多和田　真三郎, (西), 右打ち, 18試合, 打率0.000, 3打席, 0安打, 0本塁打, 0打点, 2三振, 長打率0.000
_橋　朋己, (西), 左打ち, 7試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
武隈　祥太, (西), 左打ち, 64試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
永江　恭平, (西), 左打ち, 74試合, 打率0.162, 84打席, 12安打, 0本塁打, 3打点, 24三振, 長打率0.176
中_　雄太, (西), 左打ち, 8試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
十亀　剣, (西), 右打ち, 21試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
豊田　拓矢, (西), 右打ち, 6試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
_橋　光成, (西), 右打ち, 22試合, 打率0.000, 2打席, 0安打, 0本塁打, 0打点, 1三振, 長打率0.000
小石　博孝, (西), 左打ち, 50試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
國場　翼, (西), 左打ち, 2試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
木村　文紀, (西), 右打ち, 28試合, 打率0.167, 35打席, 5安打, 0本塁打, 2打点, 12三振, 長打率0.200
熊代　聖人, (西), 右打ち, 28試合, 打率0.167, 9打席, 1安打, 0本塁打, 0打点, 2三振, 長打率0.167
佐野　泰雄, (西), 左打ち, 15試合, 打率0.000, 1打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
Ｃ．Ｃ．リー, (西), 右打ち, 18試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
斉藤　彰吾, (西), 左打ち, 45試合, 打率0.000, 13打席, 0安打, 0本塁打, 0打点, 7三振, 長打率0.000
佐藤　勇, (西), 左打ち, 7試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
益田　直也, (ロ), 右打ち, 61試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
大嶺　祐太, (ロ), 左打ち, 14試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
岡田　幸文, (ロ), 左打ち, 121試合, 打率0.275, 356打席, 90安打, 0本塁打, 18打点, 42三振, 長打率0.315
大谷　智久, (ロ), 右打ち, 32試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
大嶺　翔太, (ロ), 右打ち, 38試合, 打率0.236, 80打席, 17安打, 0本塁打, 7打点, 20三振, 長打率0.319
加藤　翔平, (ロ), 両打ち, 80試合, 打率0.245, 246打席, 53安打, 0本塁打, 12打点, 46三振, 長打率0.310
金澤　岳, (ロ), 左打ち, 17試合, 打率0.188, 41打席, 6安打, 0本塁打, 2打点, 13三振, 長打率0.219
香月　一也, (ロ), 左打ち, 2試合, 打率0.167, 6打席, 1安打, 0本塁打, 0打点, 3三振, 長打率0.167
香月　良仁, (ロ), 右打ち, 11試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
江村　直也, (ロ), 右打ち, 22試合, 打率0.130, 24打席, 3安打, 0本塁打, 4打点, 10三振, 長打率0.174
和田　毅, (ソ), 左打ち, 24試合, 打率0.000, 3打席, 0安打, 0本塁打, 0打点, 1三振, 長打率0.000
阿部　和成, (ロ), 右打ち, 13試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
柳瀬　明宏, (ソ), 右打ち, 2試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
山田　大樹, (ソ), 左打ち, 4試合, 打率0.000, 1打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
伊志嶺　翔大, (ロ), 右打ち, 3試合, 打率0.000, 2打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
内　竜也, (ロ), 右打ち, 34試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
イ・デウン, (ロ), 左打ち, 3試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
石川　歩, (ロ), 右打ち, 23試合, 打率0.000, 3打席, 0安打, 0本塁打, 0打点, 1三振, 長打率0.000
金森　敬之, (ロ), 右打ち, 1試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
肘井　竜蔵, (ロ), 左打ち, 8試合, 打率0.000, 10打席, 0安打, 0本塁打, 0打点, 2三振, 長打率0.000
平沢　大河, (ロ), 左打ち, 23試合, 打率0.149, 53打席, 7安打, 0本塁打, 3打点, 18三振, 長打率0.234
東條　大樹, (ロ), 右打ち, 11試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
西野　勇士, (ロ), 右打ち, 42試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
二木　康太, (ロ), 右打ち, 22試合, 打率0.000, 3打席, 0安打, 0本塁打, 0打点, 1三振, 長打率0.000
古谷　拓哉, (ロ), 左打ち, 5試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
福浦　和也, (ロ), 左打ち, 36試合, 打率0.244, 90打席, 20安打, 0本塁打, 7打点, 12三振, 長打率0.268
藤岡　貴裕, (ロ), 左打ち, 32試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
チェン・グァンユウ, (ロ), 左打ち, 7試合, 打率0.000, 2打席, 0安打, 0本塁打, 0打点, 2三振, 長打率0.000
黒沢　翔太, (ロ), 右打ち, 4試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
サブロー, (ロ), 右打ち, 1試合, 打率0.250, 4打席, 1安打, 0本塁打, 0打点, 3三振, 長打率0.500
唐川　侑己, (ロ), 右打ち, 15試合, 打率0.000, 1打席, 0安打, 0本塁打, 0打点, 1三振, 長打率0.000
木村　優太, (ロ), 左打ち, 6試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
高野　圭佑, (ロ), 右打ち, 14試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
田中　靖洋, (ロ), 右打ち, 17試合, 打率0.000, 0打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
スタンリッジ, (ロ), 右打ち, 27試合, 打率0.000, 3打席, 0安打, 0本塁打, 0打点, 0三振, 長打率0.000
関谷　亮太, (ロ), 右打ち, 16試合, 打率0.500, 3打席, 1安打, 0本塁打, 1打点, 0三振, 長打率0.500
